PO_Number,Date,Vendor_Name,Description,Quantity
102224-01,10/22/2024,"NOVA CHROME Inc,",MATERIAL  :640R4902  SHAFT | PARTIAL HARD CHROME  ON BIG DIAMERER ONLY PER PRINT 1ea | HARD CHROME .0005 THICK | .001 per Diam | No certs,1
102224-01,10/22/2024,Belmont Plating,"please call when ready 773.545.9790 (Option #2) | P/N  8720128 BOLT, FLUID PASSAGE | Finish:  1.9.2.3 OF MIL STD-171 ,EXCEPT .0003 THICK ,SUPPLEMENTARY CHROMATE | TREATMENT TO BE BRONZE OR OLIVE DRAB IN COLOR | Certification required please",270
102224-02,10/22/2024,"Expert Metal Finishing, Inc",P/N :N071871 PISTON | MATERIAL - DURABAR | NO CERTS,2
102238-03,10/23/2018,PRECISE ROTARY DIE,"P/N N066879 POPPET | MATERIAL : 4130  56Rc CASE HARDEN 1 ea | 3 step grinding | ID 105H8  (4.1360 // 4.1350//4.1340)  @ 3.2Texture 150 / ea | OD 35e7  (1.3760 // 1.3755 // 1.3750 )  @ 0.8 Texture | OD 124.90/124.88 (4.9173 //4.9170// 4.9165 )  @ 0.4 Texture  0.0002 CONCENTRIC | PLEASE INDICATE  OD  FOR  ""0""",1
102317-00,10/23/2017,GENERAL  SURFACE  HARDENING,RUSH  (NEXT DAY PLEASE FOR THE LOST ONES) | MATERIAL  : 1026  (2.75 OD 2.375 ID x 4.3/16 Long) | P/N  625W1703  BUSHING | CARBURIZED  ALL OVER TO 58  - 62 Rc | 1/64 th MIN  DEEPTH  UP TO 1/32 DEEP | NO CERTS!,10
102324-01,10/23/2024,PRECISE ROTARY DIE,"P/N 6T251601 | MATERIAL : CAST IRON 1 ea | SURFACE GRINDING NOW AT ABOUT 2.750 | Plese grind the marked ""Top surface first"" to clean up 100/ea | 70 -.5 /-.6   (2.736 // 2.732 )                                               2.734 +/-.002",1
102324-01,10/23/2024,GENERAL  SURFACE  HARDENING,MATERIAL  : 4140 AN | P/N  TMM0026 LINK PIN 3.1/8 Rd x 10.1/4 Long 2 ea | P/N  TKR0053 LINK PIN 4.3Rd x 23.5 1ea | P/N S36030 LINK PIN 3.54Rd X 35.4 2ea | P/N  TMK0038 LINK PIN 1.4 Rd x 5.0 4ea | TEST PART                                      3.5 Rd x 1.0 Thick 1ea | Quench and temper to 52 -58 Rc | NO CERTS,10
102324-02,10/23/2024,F & S Complete Grinding,P/N 452S7801 HUB SHAFT | MATERIAL : 4140 AN 2 ea | 2 STEP OD GRINDING | 90 -.02/-.03                 (3.5425 // 3.5421 )                                               3.5423 +/- .0002 | 45 -.01/-.02 (-.001 for Chorme)     ( 1.7702 // 1.7698 )                            1.7700 +/- .0002,2
102324-02,10/23/2024,PRECISE ROTARY DIE,P/N 452S7801 HUB SHAFT | MATERIAL : 4140 AN 2 ea | LOCAL HEAT TREAT TO 50 Rc  ONLY THE 45MM Diam (1.78),2
102324-02,10/23/2024,PRECISE ROTARY DIE,P/N 452S7801 HUB SHAFT | MATERIAL : 4140 AN 2 ea | LOCAL HEAT TREAT TO 50 Rc  ONLY THE 45MM Diam (1.78) | 2 STEP OD GRINDING | 90 -.02/-.03                 (3.5425 // 3.5421 )                                               3.5423 +/- .0002 | 45 -.01/-.02 (-.001 Chorme)     ( 1.7702 // 1.7698 )                                 1.7700 +/- .0002,2
102330-01,10/23/2020,"Expert Metal Finishing, Inc","P/N :9377813 LINK | MATERIAL  303 SS | Please add the 207 to this lot of 451 to make one cert for 658 pcs 658 ea | Finish: | FINISH NO 3.3.4 OF MIL-STD-171 | INORGAINC FINISHES, BLACK OXIDE  3.3.4 CLASS 4 ALKALINE OXIDIZING PROCESS | (Please sign the certs) | CERTIFICATION REQUIRED",658
102417-01,10/24/2017,PRECISE ROTARY DIE,P/N 625W1703 | MATERIAL : 4130- 60 Rc 10 ea | OD 70P6  (2.7549 //2.7545 // 2.7541 OD 2.7545 +/- .0004 40/ea | ID 60F7  (2.3646 // 2.3640 // 2.3634) ID 2.3640  +/- .0004,10
102418-01,10/24/2018,CHICAGO FLAME HARDENING,"MATERIAL  :  440C    (28  Rc) DRAWING N044233 ATTACHED | PLATE IS HARDEN TO 30-33 RC | NEED FLAME HARDEN TO 40 RC in 4 MARKED AREAS | ABOUT 2.3/8 IN DIAM AROUND THE SMAL RADIUS OF THE PEAR SHAPE | NO CERTS REQ 4 pcs | PLEASE DELIVER TO 4450 W. BELMONT AVE,  CHICAGO IL 60641",4
102418-02,10/24/2018,CHICAGO FLAME HARDENING,PLEASE ASAP | MATERIAL  :  1045 AN   (DRAWING H325459 PLATE) | PLATE IS HARDEN TO 28-32 RC | NEED FLAME HARDEN TO 45-50 RC in 4 MARKED AREAS | ABOUT 2.3/4 IN DIAM AROUND THE SMAL RADIUS OF THE PEAR SHAPE | NO CERTS REQ,1
102419-01,10/24/2019,PRECISE ROTARY DIE,MATERIAL : 4140 PH (28 Rc)  (repeat job) 3ea | Grinding ID and OD | ID 80 x 1.00 IN deep (on small end make 3.159 ot 3.160  to fit all 3 in ther same  fixture) | ID 85   (3.345 + .001   ) | ID  120g6  (4.7239  // 4.7235  // 4.7231 )     4.7235 +/- .0004 | OD HAS TO BE .0005 PERPENDICULAR WITH THE FLANGE,3
102419-02,10/24/2019,PRECISE ROTARY DIE,P/N 6R893601 POPPET | MATERIAL : 4130 -56 Rc 3 ea | 3 STEP Grinding  for  1 PCS *** and 2 ***STEP GR FOR 2 PCS ) for *** 99.4h7 only *** | 99.4h7 (3.9134 // 3.9127 //  3.9120 )  ( 3.9127 +/- .0005 ) 1 PCS ONLY (2 are UNDER SIZE) | 40f7 (1.5728 //1.5723 //1.5718 )                              1.5723 +/- .0003 | Critical Dim  .0001 tolerance | 89.990 /89.985  (3.5429 // 3.5427 )        3.5428   +/- .0001,1
102424-01,10/24/2024,PRECISE ROTARY DIE,P/N Y060388 SHAFT (2 step OD grinding) | MATERIAL : 1018 4 ea | 28e7 (1.1008 // 1.1004 // 1.1000 ) | 20e7 (.7858 // .7854  //  .7850 ) (ONLY 85 MM  = 3.350 IN FROM END) 80/ea,4
102424-01,10/25/2024,PRECISE ROTARY DIE,P/N Y033451 SHAFT | MATERIAL : 420 SS 30Rc 1 ea | 35h7 (1.3780 // 1.3775 // 1.3770 1.3775 +/-.0005 110/ea | 13f7  (.5112 // .5108 //.5105) .5108 +/- .0004,1
102424-01,10/24/2024,PRECISE ROTARY DIE,P/N Y060388 SHAFT (2 step OD grinding) | MATERIAL : 1018 2 ea | 28e7 (1.1008 // 1.1004 // 1.1000 ) | 20e7 (.7858 // .7854  //  .7850 ) (ONLY 85 MM  = 3.350 IN FROM END) 90 ea,90
102517-02,10/25/2017,PRECISE ROTARY DIE,P/N N014109 PISTON | MATERIAL : 4140 -30Rc 1ea | 150e7  (5.9022 // 5.9014 // 5.9006  ) OD   5.9015  IN  +/- .0005 165/ea | 80e7  (3.1472 // 3.1467 // 3.1461 ) 3.1467  +/- .0005 | NO SIDE TOUCH,1
102517-03,10/25/2017,PRECISE ROTARY DIE,2 and 2  RUSH FOR TOMORROW PLEASE | P/N 9W306207 SHORT 4ea | P/N 9W306208 LONG 4ea | MATERIAL :H13 45 Rc | 60f6  (2.3610 // 2.3606 // 2.3603 ) 2.3606 +/- .0003,4
102518-01,10/25/2018,DELTA GRINDING,Need OD Grinding  TO 1.6530 /1.6510,5
102519-01,10/25/2019,Skild Plating Co.,"Material  303 SS | P/N LS1158341 NOZZLE | FINISH  5.4.1 of MIL-STD 171 | 5.4.1 Clean and passivate, AMS 2700 or ASTM A967 (clean ASTM A380) 52 ea | Please test 1 pcs first (material is 303  ss )",52
102519-01,10/25/2019,PRECISE ROTARY DIE,P/N 612R6205 BAR | MATERIAL : 4140 PH 3 ea | HARDEEN THE TAPER SIDE ONLY TO  40/45 Rc,3
102519-01,10/25/2019,"NOVA CHROME Inc,",MATERIAL  :N086440 POPPET | .0004  to .0006  WALL  HARD CHROME LOCALLY ONLY PER PRINT  ON THE SMALL END 1ea | .0004 to .0006  WALL HARD CHROME ON 2 PLACES | SMALL END LIKE FIRST ONE AND ALSO ON THE BIG DIAMETER WITH 2 DEEP GROOVES ONLY 2ea | NO CERTS  (NO PLATING ON THE 2 GROOVES PLEASE),3
102523-01,10/25/2023,PRECISE ROTARY DIE,9W306305 LINK PIN | MATERIAL  H13   45-50 Rc 2ea | 100f6       (3.9356 // 3.9352  // 3.9347 ) at 0.4 texture 3.9352 +/- .0005,2
102523-01,10/25/2023,PRECISE ROTARY DIE,9W306305 LINK PIN | MATERIAL  H13   45-50 Rc 1ea | Over size  (3.9358 /3.9360  about 1/3 to the shoulder | 100f6       (3.9356 // 3.9352  // 3.9347 ) at 0.4 texture 3.9352 +/- .0005 REWORK,1
102616-01,10/25/2016,GENERAL  SURFACE  HARDENING,MATERIAL  :8620 AN | P/N  8349811 FOLLOWER  (REPEAT JOB) | CASE HARDENING ALL OVER .075 to .100 deep TO RC 60 230 ea | CORE SHOULD BE MINIMUM 20 Rc | CERTIFICATION REQUIRED PLEASE!,230
102616-02,10/26/2016,GENERAL  SURFACE  HARDENING,RUSH PLEASE | MATERIAL  : 4130 AN | P/N  Y074206  PISTON | CASE HARDENING ALL OVER   1/16 DEEP TO Rc 56 3ea | NO CERTS!,4
102620-01,10/26/2020,BODYCOTE,MATERIAL  :H13 already q&t TO 45/52  Rc | P/N  9W306303 | ION NITRIDE .006 to .01  DEEP CASE HV1100 ( 71Rc ) 2ea | Masking per dwg 9W306303 Yellow marked areas (Both ends and the key ) | NO CERTS!,2
102620-01,10/26/2020,DELTA GRINDING,8349811 FOLLOWER | ID SIZE NOW .870 +/- .002 | Need ID  Grinding or   (HONING same as las time in 2015  )    to 0.8766 /.8761 350 ea | parts are concentric with OD within .001 | Also Side grinding between disks (you  told me once about-pleas e let me know if it Is possible) | to .715 /.710   (I will keep .712/.713 ),350
102716-01,10/27/2016,PRECISE ROTARY DIE,P/N 655S3602 -2ea | MATERIAL :1045 2 ea | 4 SIDES GRINDING (.005 STOCK ON EACH SIDE) | FINISH DIM 30 MM -.05 (1.1810 / 1.1790 ) 1.1800 +/- .001  THICK MAKE 1.1800 | 55 MM WIDE = 2.165 (now 2.175) please grind .005 each side | ASAP PLEASE,5
102722-01,10/27/2022,PRECISE ROTARY DIE,P/N N072618 GUIDE | MATERIAL : DURABAR 4 ea | 2 STEP GRINDING | ID 85H7  (3.3478 // 3.3471 // 3.3465)          @ 0.4 Texture                3.3471 +/- .0005 75 ea | OD 135g6    (5.3144 // 5.3139 // 5.3134 )      @3.2  Ra Texture           5.3139+/-.0005,75
102722-02,10/27/2022,DELTA GRINDING,2585712 PIN | Need OD Grinding  TO  .3705 // .3715                                                .371 +/- .0005 538 ea | Note:,538
102819-01,10/28/2019,GENERAL  SURFACE  HARDENING,MATERIAL  :4130 AN | P/N  12281662 STUD PLAIN REV -E-   (756 BLANKS   -***NEED CERTS FOR 1512 pcs) | Quench and temper to 26-38 Rc | CARTIFICATION REQUIRED  FOR 1512 PCS,1512
102821-01,10/28/2021,"Muck Engineering, Inc.",P/N N079566 SLEEVE | MATERIAL : 4140 AN 1 ea | ID Honning to 7.6784 / 7.6772  (Now at 7.658 ) | Please keep the max size if there will be  spots on the surface (will polish after),1
102821-01,10/28/2021,"NOVA CHROME Inc,",P/N 8211724 DAMPER  (AS LAST TIME IN 2017) | MATERIAL: COPPER C11000 | FINISH 1.2.1.2. PER MIL-STD-171 | PLATING .00002 to .00005 IN  THICK | NO INTERMEDIAT COATING BEFORE PLATING 374 ea | CERTIFICATION REQUIRED,374
102821-01,10/28/2021,PRECISE ROTARY DIE,P/N N061688 BRACKET FOR BENDING | MATERIAL :1018 1 ea | PLEASE BEND PER DWG N061688 | (Inside rad 10mm Outside Rad 16 MM,1
102924-02,10/29/2024,GENERAL  SURFACE  HARDENING,MATERIAL  : 420 SS AN | P/N   one bar 2.0Rd x 4Ft 1 ea | Q and T to 30 Rc +/- 2 | NO CERTS,1
103017-01,10/30/2017,"NOVA CHROME Inc,","MATERIAL  : 4140 - 40-45 Rc | P/N 2588757 WRENCH    21 ea 29 ea | Finish: Chromium Plate Class 1 , Type 2 | SPEC QQ-C-320 | CERTIFICATION REQUIRED | Please include Part Number  On the Certs",21
103017-02,10/30/2017,"NOVA CHROME Inc,",MATERIAL  :1018 | Min chrome plate just for look Lot Charge,1
103019-01,10/30/2019,PRECISE ROTARY DIE,P/N N044000 BLOCK ( | MATERIAL : 4140 PH 1ea | GRINDE 4 SIDES ABOUT .005 per side | 2.756 x 4.725,1
103024-01,10/30/2024,"NOVA CHROME Inc,",MATERIAL  :452S7801 HUBS | PARTIAL HARD CHROME  ON SMALL DIAMETER ONLY .0005 THICK WALL 2 ea | HARD CHROME .0005 THICK WALL | .001 per Diam   (Critical dimension better -.0001 on thickness) | No certs,2
103024-01,10/30/2024,DELTA GRINDING,TMK0038 LINK PIN | MATERIAL  : 4140  50/56 Rc | 35f6 -.025/-.041        (1.3770 //1.3763) 1.3767 +/- .0003 4 ea | TMM0026 LINK PIN | 85f6  -.036 /-.058      (3.3450 // 3.3442) 45Lbs ea 3.3446 +/- .0004 2ea | TKR0053 LINK PIN | 110f6 -.036 /-.058 mm  (4.3293 // 4.3289 // 4.3284) in               4.3289 +/-.0004 1 ea,7
103024-02,10/30/2024,PRECISE ROTARY DIE,MATERIAL  : 4140  50/56 Rc | S536030 GUIDE 2ea | 90 +.035/-0 mm 3.5447 /3.5433 3.544 +/- .0006 150/ea,2
103114-01,10/31/2014,MEXICALI HARD CHROME Co,MATERIAL  : DOM TUBING | N02477G02 SHAFT  (8 ea),8
103116-01,10/31/2016,DELTA GRINDING,N086056 2 ea | Material :4130 AN | GRIND TO 1.653 /1.650  IN DIAM,2
103117-01,10/31/2017,DELTA GRINDING,9W991306 SHAFT 4 ea | Need OD Grinding  TO 1.6530 /1.6510,4
110118-01,11/1/2018,DELTA GRINDING,Y122756 6 ea | Y122757 4 ea | GRINDING TO 1.100 +/- .002,10
110118-01,11/1/2018,PRECISE ROTARY DIE,MATERIAL  :1045 PH | BOTH SIDES GRINDING TO 1.181 /1.180 @ 0.8 TEXTURE 150/ea | ABOUT .012  per side  (Bottom first  about .006 to .008 till cleaned),1
110119-01,11/1/2019,PRECISE ROTARY DIE,P/N N044000 BLOCK (FINISHED) | MATERIAL : 4140 PH 1ea | ONE SIDE IT IS GROUNDED (DO NOT GRIND PLEASE) | GRINDE 3 SIDES ONLY | FIRST PLACE DOWN THE FINISHED SIDE  AND GRIND TO 4.724 +.0005  /-0 | THEN 2 SIDES TO 2.756 +/- .0005,1
110122-01,11/1/2022,PRECISE ROTARY DIE,"P/N H327209 EJECTOR ROD (MATERIAL DELIVERED BY ALRO) | MATERIAL :4140 PH 2ea | , MILL  DRILL AND G3/4x18mm deep /AND  20 mm x142 (5.6 in deep ream) | for G3/4 x .72 Deep drill 15/16 (.937 x  7/8 Deep) 2250/ea | MAKE -  58H7 (2.2846 -2.2835 x 15 mm deep .590 ) and forM58x3 THREAD (bore 2.165) | We provide the tools :58 X3 mm gage and Tap 58 x 3  /G3/4 TAP | 20 MM reamer, Also 2ea Rc1/2 Taps (Please drill .734 for 1/2 tap 200 RPM max) | Make the 4 FLATS of 94.85 mm  (3.735 +/- .01) x 50 MM x 3/16 Rad bottm | ATTENTION FOR THE Rc 1/2 TAPS DRILL .73 /.74  Hole DO NOT DRILL THE THREAD PL",2
110216-01,11/2/2016,DELTA GRINDING,Y1227567 | Material :4140 AN | OD GRINDING  TO 1.100 /1.098  @ 6.3 (metric) Texture,6
110216-01,11/2/2016,DELTA GRINDING,Y1227567 | Material :4140 AN | OD GRINDING  TO 1.100 /1.098  @ 6.3 (metric) Texture,6
110216-02,11/2/2016,PRECISE ROTARY DIE,P/N N054089 SLEEVE | MATERIAL : 4140 PH 4 ea | 4 step grinding | OD 75g6  (2.9524 // 2.9520 // 2.9516 )  @ 0.8 Texture 125 / ea | OD 65g6  (2.5587 // 2.5583 // 2.5579 )  @ 0.8 Texture  0.0002 CONCENTRIC WITH 75g6 | ID 43H6 (1.6935 // 1.6932 // 1.6929 )  @ 0.4 Texture | ID 35 MM  (1.379 // 1.3780 // 1.377)  @ 0.8 Texture | Need 2 RUSH please,4
110218-02,11/2/2018,PRECISE ROTARY DIE,MATERIAL  : 440 C | THICKNESS ONLY  (about .008 In  stock per side) 4 ea | GRIND BOTH SIDES  TO .864 +/- .001    @ 0.8 TEXTURE,4
110222-01,11/2/2022,Magnetic Inspection Lab,Elk GrooveVillage   60007 | P/N 2531543 PIN | MATERIAL 4140  40-45 Rc | Magnetic particle inspection per MIL-I-6868 | Per quote 141217 | CERTIFICATION REQUIRED,130
110222-01,11/2/2022,PRECISE ROTARY DIE,RUSH | MATERIAL  : 4140 -28 Rc | N072617 SEAT 3 ea | ALL CONCENTRIC WITHIN .0004 in  (Please reference OD for ID Grinding) | 80H8mm (ID) (3.1514 // 3.1505 // 3.1496) 3.1505 +/- .0005 | 70H8mm (ID) (2.7577 // 2.7568 // 2.7559)  @.0004 CONCENTRICITY 2.7568 +/- .0005 | 135g6 mm (OD )(5.3144 // 5.3140 // 5.3134 )                        5.3140 +/- .0003  OD 150/ea | PLEASE FILE THE CORNERS MAX .005   after grinding,3
110222-01,11/2/2022,PRECISE ROTARY DIE,RUSH | MATERIAL  : 4140 -28 Rc | ALL CONCENTRIC WITHIN .0004 in  (Please reference OD for ID Grinding) | 80H8mm (ID) (3.1514 // 3.1505 // 3.1496) 3.1505 +/- .0005 | 70H8mm (ID) (2.7577 // 2.7568 // 2.7559)  @.0004 CONCENTRICITY 2.7568 +/- .0005 | 135g6 mm (OD )(5.3144 // 5.3140 // 5.3134 )                        5.3140 +/- .0003  OD 150/ea | FILE THE CORNERS MAX .005  after grinding,2
110317-01,11/3/2017,ATOMOWELD INC,MATERIAL  :A36  Flange and 1026 Tubing | 1/4 Minimum   WELDING  Please go over 1/4,4
110317-01,11/3/2017,GENERAL  SURFACE  HARDENING,"ONE MORE RUSH PLEASE !!! | MATERIAL  :4140 AN | P/N  11629152-7 WASHER , THRUST | QUENCH AND TEMPER TO 40-50Rc 240 ea | Certification required",240
110421-01,11/4/2021,DELTA GRINDING,N069221 1 ea | N069222 1 ea | Need OD Grinding  TO 1.929 / 1.926   & 0.6 Ra,2
110421-01,11/4/2021,Belmont Plating,"Material : 4140 QT to 33-38 Rc | P/N 12384928 BEARING FLANGED Rev A | Finish:  Electroless Nickel coat CLAS 2 , GRADE A , SPEC MIL-C-26074 216 ea | (.0010 wall  +.0001/-.0003 for OD tight  tolerance on 1.3148 /1.1343 In Diam ) | CERTIFICATION NEEDED",216
110422-01,11/4/2022,PRECISE ROTARY DIE,P/N N045969  PISTON | MATERIAL : 4140 AN 3 ea | 3 STEP  OD GRINDING | 85e7  ( 3.3436 // 3.3429 // 3.3422 )  &0.8 texture 3.3429 +/- .0005 110/ea | 25e7  ( .9817 // .9813 // .9810 )   & 0.4  texture .9813 +/- .0003 | 24.9 /24.8  (.980  / .976 )   X 4.51 FROM SMALL END  & 6.3 Texture .9780  +/- .002,3
110515-03,11/5/2015,"Expert Metal Finishing, Inc",P/N : 6S331801-03 SPROCKET | Finish: | BLACK OXIDE | NO CERTIFICATION,19
110517-01,11/5/2017,DELTA GRINDING,Y037685 SLIDE BAR | Need OD Grinding  TO 2.7530 +.0005 2ea | Parts go to Nova Chrome,2
110518-02,11/5/2018,PRECISE ROTARY DIE,"P/N H327209 EJECTOR ROD (MATERIAL DELIVERED BY ALRO) | MATERIAL :4140 PH 1 ea | FINISH OD ONLY , MILL  DRILL AND G3/4x18mm deep /AND  20 mm x142 mm ream | We provide the tools | G3/4 -   and 20 MM reamer                       also Machine  NEXT | THE M10 TAP WITH the 4 FLATS of 94.75 mm  (3.730 +/- .01) x 50 MM x 3/16 Rad bottm",1
110519-01,11/5/2019,PRECISE ROTARY DIE,Y033453 SHAFT  (420 SS-30Rc) | OD 13f7 mm ( .5118 // .5115 //.5111 )                                   .5115 +/- .0003,3
110521-01,11/5/2021,To Pro Tec Metal Finising Co,P/N 9377813 LINK | Material 303 SS | Finish : NO 3.3.4 of MIL-STD-171 | CLASS 4 ALKALINE OXIDIZING PROCESS  (Inorganic Black Oxide) 614 ea | Certificate please! (Part Nr and Part Name included in CERT. And FINISH) | Beniamin Grama,614
110620-01,11/6/2020,Skild Plating Co.,Material  304 SS | P/N  6289498-YOKE | PASSIVATE PER QQ-P-35 | CERTIFICATION PLEASE,100
110620-01,11/6/2020,Skild Plating Co.,Material  304 SS | P/N  6289498-YOKE | PASSIVATE PER QQ-P-35 | CERTIFICATION PLEASE,165
110624-01,11/6/2024,"Expert Metal Finishing, Inc","P/N :11450720 SHAFTS | MATERIAL - 1026 | MIL-DTL-16232 Type M, class 3 | Certs Required",127
110718-01,11/7/2018,GENERAL  SURFACE  HARDENING,MATERIAL  : 1141 STEEL | P/N  17710781 VALVE | QUENCH AND TEMPER TO 22-33 Rc | CERTIFICATION REQUIRED!,90
110719-01,11/7/2019,PRECISE ROTARY DIE,MATERIAL  : 4140  PH  (P/N- N038440 SHAFT) | 3 STEP OD GRINGIN 5 ea | 24e7 (.9433 // .9429 // .9425)                                                          0.9429  +/- .0004 | 16e7 (.6287 // .6283 // .6280) X100 MM (3.94 FROM END) .6283 +/- .0003 75/ea | 16.25 (.640 /.635 )   FROM 3.934  TO THREAD,5
110722-01,11/7/2022,GENERAL  SURFACE  HARDENING,MATERIAL  : 4130 an | P/N  N048534 POPPET 4 ea | LOCAL CASE HARDENED TO 52 Rc +/-2   -1/16 deep minimum | NO CERTS!,4
110722-01,11/7/2022,"NOVA CHROME Inc,",N045969 -PISTON ROD 3 ea | LOCAL  HARD CHROME ON THE SMALL DIAM ONLY  (PER PRINT ) | No certs,3
110723-01,11/7/2023,DELTA GRINDING,P/N 2589698 SHAFT | MATERIAL  : 304 SS | GRIND TO OD .3735 // .3725 63 Texture .3730 +/- .0005 112 ea,112
110724-01,11/7/2024,HOPKINS MACHINE CORP,"MATERIAL  :4150 PH | P/N  LML0112 TIE BAR  90 Rd x 2764 mm long  (90X6 THREAD w 1.2 Rad) 1 ea | COMPLETE PER PRINT WITH -.002 /  in FOR THE CHROME PLATED ""Z"" AREA | 90f7 DIMENSION 2 pl",1
110816-01,11/8/2016,Belmont Plating,"Material : ASTM 1011 | P/N 12423357 BRACKET | FINIS  : ZINC PLATE WITH CHROMATE IAW DIN 50961 Zn12 D d 150 ea | Optional: ZINC PLATE IAW ASTM B633 Fe/Zn TYPE II, CLASS 12 COLOR OLIVE DRAB | 2nd  Option: ZINC PLATE WITH CHROMATE OVERCOAT CLASS 12  DRAB | Please proceed with the lowes in price option  …or the most convenient from your side | Cert Required Please",150
110817-01,11/8/2017,"NOVA CHROME Inc,",MATERIAL  :A36 and 1026 TUBING | FLASH CHROME .0003 | IF NOT POSSIBLE ALL OVER IT IS AACCEPTED,4
110818-01,11/8/2018,GENERAL  SURFACE  HARDENING,MATERIAL  : 4140 PH | P/N  640R4901 | Quench and temper to 48 / 52 Rc 1ea | TESTING PART INCLUDED (3.5 Rd x .8 Thick) | CLEAN  PART ONLY  AFTER  PLEASE | NO CERTS,2
110822-01,11/8/2022,Belmont Plating,"P/N  2585712- PIN | Finish : CAD PLATE  TYPE  2 , CLASS 3  : 538 ea | SPEC   QQ-P-416 | Cert Required Please",538
110823-01,11/8/2023,PRECISE ROTARY DIE,MATERIAL  : 4140   46-52 Rc | P/N 12446277 SPACER DISK | Parts are now 1.385 / 1.386 | LENGTH GRINDING TO 1.381  +/- .001  BOTH SIDES NEED TO BE GROUNDED .3 ea,3
110823-01,11/8/2023,PRECISE ROTARY DIE,479R3501 SHAFT | MATERIAL  4140 PH 1 ea | 60mm -.04 /-.06 2.3606 // 2.3602 // 2.3598 at 0.4 texture | 2.3602 +/- 0.0004 100/ea,1
110824-01,11/8/2024,Skild Plating Co.,Material  303SS | P/N  12663156 DISK REV-A 130 ea | FINISH 5.4.1 OF MIL-STD-171 | CERT REQUIRED PLEASE,130
110824-01,11/8/2024,Belmont Plating,"please call when ready 773.545.9790 (Option #2) | P/N  8720128 BOLT, FLUID PASSAGE | Finish:  1.9.2.3 OF MIL STD-171 ,EXCEPT .0003 THICK ,SUPPLEMENTARY CHROMATE | TREATMENT TO BE BRONZE OR OLIVE DRAB IN COLOR | NO CERTS REQUIRED",270
110918-01,11/9/2018,GENERAL  SURFACE  HARDENING,MATERIAL  :1045 AN | P/N  N085928 PLATE | RUSH PLEASE (Thank you) 2ea | HEAT TREAT TO 28Rc      +/- 2 Rc) | NO CERTS (Thank you),2
110921-01,11/9/2021,PRECISE ROTARY DIE,P/N N014109 PISTON | MATERIAL : 4140 -PH 1ea | 150e7  (5.9022 // 5.9014 // 5.9006  ) 0.4 G texture OD   5.9015  IN  +/- .0005 | 80e7  (3.1462 // 3.1457 // 3.1451 ) 0.4 G texture 3.1462   -.0005 | NO SIDE TOUCH (ALREADY IN SIZE ) | Remove sharp corners & burs to max .01,1
110923-01,11/9/2023,BODYCOTE,MATERIAL  :H13 already q+t TO 45 Rc | P/N  9W306305 LINK PIN | ION NITRIDE .008/012  DEEP CASE HV 1100 -OVER 70 Rc-  MAXIMUM POSSIBLE ) 2 ea | Masking per dwg 9W306305 Yellow marked areas | and about (5 mm)3/16  in to the part from the step  per print please | NO CERTS! Just the test on the shipping tycket,2
111021-01,11/10/2021,Belmont Plating,"P/N  11629618 RETAINER ,SEAL | Finish : CAD PLATE  TYPE  2 CLASS  2 440 ea | SPEC   QQ-P-416 | Cert required please",440
111021-01,11/10/2021,"NOVA CHROME Inc,",MATERIAL  :N014109 PISTON | ONLY ON THE 80 MM DIAM  BETWEEN HEAD AND THREAD | NOTE : M12x 1.75  THREAD AT THE PISTON HEAD for mounting | No certs,1
111115-04,10/30/2015,PRECISE ROTARY DIE,MATERIAL  : 637R3501 SPROCKET | EDM CUT (.3150/.3155)   -8 MM INTERNAL KEYWAY) | PER PRINT (PEASE KEEP THE .966 +.005/-.000 DIMENSION),18
111119-01,11/11/2019,PRECISE ROTARY DIE,MATERIAL  : 4140  AN (P/N N089679-FLANGE-ROUGHING) | OD 16.900 +/- .015  (Just to clean up) x 2.420 2 ea | STEP 1 **** OD  14.620 / 14.610     X      16.120 +/- .01 long **** | ID 11.770 /11.780 in BORE THRU 1000/ea | ALL DIMENSIONS HAVE +.05 /.06 In Stock for Heat treatment already included,2
111120-01,11/11/2020,PRECISE ROTARY DIE,P/N N024126 SHAFT 2 ea | MATERIAL :320 SS | 3 STEPS OD GRINDING | 13e7 ( .5106 // .5102 // .5098 )   @ 6.3 Texture .5102 +/- .0004 125/ea | 28e7 ( 1.1008 // 1.1004 // 1.1000)  @0.8 Texture 1.1004 +/- .0004 | 24 mm   (.945 )                             @ 6.3 Texture                                  .945 +/- .001,2
111121-03,11/11/2021,DELTA GRINDING,Y143830 SHAFT  1.437 x 11.752 long 1 ea | Y143832 SHAFT  1.437 X 149.940 Long 1 ea | Y143833 SHAFT 1.437 x  16.260 long 1 ea | Need OD Grinding  TO  1.3775 /1.3755 in Diam      1.3765 +/- .001   & 1.6 to 3.2   texture,3
111122-01,11/11/2022,DELTA GRINDING,N090092 | Need OD Grinding  TO 1.6530 /1.650    @ 6.3 RA TEXTURE,2
111123-01,11/11/2023,Belmont Plating,"P/N  7069195  HOOK,TOW,PIN Rev-C | Finish:  CADMIUM PLATE TYPE II  ,CLASS 3   PER SPEC QQ-P-416 | Cert Required Please",263
111123-02,11/11/2023,Skild Plating Co.,Material  304 SS | P/N  2589698 SHAFT 112 ea | PASSIVATE PER QQ-P-35 TYPE 1 | CERT REQUIRED PLEASE,112
